,Rk,Team,G,MP,FG,FGA,FG_Perc,3P,3PA,3P_Perc,2P,2PA,2P_Perc,FT,FTA,FT_Perc,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS/G
689,4.0,San Antonio Spurs*,82,19880,3210,6675,0.48100000000000004,663,1764,0.376,2547,4911,0.519,1365,1725,0.7909999999999999,666,2721,3387,2058,695,446,1206,1427,8448,103.0
690,5.0,Miami Heat*,82,19880,3148,6348,0.496,717,1809,0.396,2431,4539,0.536,1423,1887,0.754,676,2490,3166,1890,710,441,1143,1533,8436,102.9
691,6.0,Los Angeles Lakers*,82,19755,3041,6640,0.45799999999999996,715,2015,0.355,2326,4625,0.503,1584,2289,0.6920000000000001,942,2732,3674,1818,576,429,1232,1467,8381,102.2
692,7.0,Golden State Warriors*,82,19805,3130,6840,0.45799999999999996,658,1632,0.40299999999999997,2472,5208,0.475,1378,1744,0.79,885,2801,3686,1845,567,346,1236,1753,8296,101.2
693,8.0,Dallas Mavericks,82,19980,3182,6892,0.462,606,1628,0.37200000000000005,2576,5264,0.489,1323,1669,0.7929999999999999,767,2670,3437,1906,648,454,1144,1698,8293,101.1
694,9.0,Los Angeles Clippers*,82,19730,3160,6608,0.478,627,1752,0.358,2533,4856,0.522,1342,1888,0.711,938,2475,3413,1958,784,461,1197,1716,8289,101.1
695,10.0,Sacramento Kings,82,19830,3086,6904,0.447,610,1681,0.363,2476,5223,0.474,1437,1869,0.769,943,2385,3328,1708,671,342,1199,1717,8219,100.2
696,11.0,New York Knicks*,82,19730,2996,6689,0.44799999999999995,891,2371,0.376,2105,4318,0.48700000000000004,1313,1729,0.759,890,2436,3326,1579,672,294,988,1650,8196,100.0
697,12.0,Milwaukee Bucks*,82,19830,3128,7197,0.435,601,1670,0.36,2527,5527,0.457,1251,1700,0.736,1068,2537,3605,1876,685,550,1156,1554,8108,98.9
698,13.0,Utah Jazz,82,19880,3046,6710,0.45399999999999996,507,1385,0.366,2539,5325,0.47700000000000004,1439,1883,0.764,989,2457,3446,1859,690,515,1210,1750,8038,98.0
699,14.0,Atlanta Hawks*,82,19855,3084,6644,0.46399999999999997,706,1901,0.371,2378,4743,0.501,1158,1619,0.715,758,2593,3351,2007,664,369,1219,1473,8032,98.0
700,15.0,Portland Trail Blazers,82,19855,3009,6715,0.44799999999999995,673,1904,0.353,2336,4811,0.486,1304,1680,0.7759999999999999,874,2474,3348,1784,538,353,1203,1518,7995,97.5
701,16.0,Toronto Raptors,82,19980,2979,6685,0.446,571,1665,0.34299999999999997,2408,5020,0.48,1442,1831,0.7879999999999999,871,2426,3297,1765,595,392,1124,1836,7971,97.2
702,17.0,Brooklyn Nets*,82,19855,2942,6544,0.45,628,1760,0.35700000000000004,2314,4784,0.484,1432,1958,0.731,1047,2460,3507,1668,599,391,1206,1500,7944,96.9
703,18.0,Boston Celtics*,81,19840,3001,6459,0.465,498,1390,0.358,2503,5069,0.494,1318,1698,0.7759999999999999,654,2533,3187,1843,667,365,1181,1717,7818,96.5
704,19.0,Cleveland Cavaliers,82,19730,2993,6901,0.434,547,1581,0.34600000000000003,2446,5320,0.46,1380,1826,0.7559999999999999,1004,2359,3363,1694,647,334,1149,1737,7913,96.5
705,20.0,Minnesota Timberwolves,82,19730,2943,6702,0.439,450,1475,0.305,2493,5227,0.47700000000000004,1515,2042,0.742,973,2473,3446,1836,700,387,1214,1509,7851,95.7
706,21.0,Phoenix Suns,82,19805,3061,6917,0.44299999999999995,480,1455,0.33,2581,5462,0.473,1203,1618,0.7440000000000001,959,2454,3413,1855,659,434,1278,1688,7805,95.2
707,22.0,Detroit Pistons,82,19805,2979,6638,0.449,513,1440,0.35600000000000004,2466,5198,0.474,1307,1870,0.6990000000000001,991,2463,3454,1742,574,400,1241,1623,7778,94.9
708,23.0,Indiana Pacers*,81,19590,2845,6525,0.436,555,1599,0.34700000000000003,2290,4926,0.465,1429,1915,0.746,1043,2671,3714,1645,580,513,1227,1623,7674,94.7
709,24.0,New Orleans Hornets,82,19780,2955,6589,0.44799999999999995,535,1474,0.363,2420,5115,0.473,1269,1636,0.7759999999999999,988,2426,3414,1721,520,440,1193,1673,7714,94.1
710,25.0,Orlando Magic,82,19780,3093,6904,0.44799999999999995,506,1537,0.32899999999999996,2587,5367,0.48200000000000004,1026,1359,0.755,890,2612,3502,1871,528,358,1191,1591,7718,94.1
711,26.0,Charlotte Bobcats,82,19805,2823,6649,0.425,469,1399,0.335,2354,5250,0.44799999999999995,1546,2060,0.75,917,2389,3306,1587,591,479,1153,1561,7661,93.4
712,27.0,Memphis Grizzlies*,82,19805,2964,6679,0.444,382,1107,0.345,2582,5572,0.46299999999999997,1349,1746,0.773,1059,2445,3504,1715,703,436,1144,1660,7659,93.4
713,28.0,Philadelphia 76ers,82,19755,3059,6895,0.444,518,1438,0.36,2541,5457,0.466,1004,1377,0.7290000000000001,896,2493,3389,1867,609,384,1070,1505,7640,93.2
714,29.0,Chicago Bulls*,82,19830,2926,6698,0.43700000000000006,446,1265,0.353,2480,5433,0.456,1343,1738,0.773,1026,2514,3540,1886,588,417,1171,1617,7641,93.2
715,30.0,Washington Wizards,82,19855,2910,6693,0.435,545,1495,0.365,2365,5198,0.455,1279,1746,0.733,887,2652,3539,1775,598,376,1238,1681,7644,93.2
716,,League Average,82,19816,3043,6720,0.45299999999999996,587,1636,0.359,2456,5085,0.483,1369,1818,0.753,915,2537,3453,1814,639,421,1192,1626,8041,98.1
717,1.0,Los Angeles Clippers*,82,19755,3208,6761,0.474,693,1966,0.35200000000000004,2515,4795,0.525,1741,2384,0.73,858,2668,3526,2016,703,397,1136,1767,8850,107.9
718,2.0,Houston Rockets*,82,19830,3118,6603,0.47200000000000003,779,2179,0.358,2339,4424,0.529,1814,2549,0.7120000000000001,920,2797,3717,1755,621,461,1323,1676,8829,107.7
719,3.0,Minnesota Timberwolves,82,19855,3189,7175,0.444,600,1757,0.341,2589,5418,0.478,1790,2301,0.778,1024,2644,3668,1963,718,297,1142,1504,8768,106.9
720,4.0,Portland Trail Blazers*,82,19855,3207,7134,0.45,770,2071,0.37200000000000005,2437,5063,0.48100000000000004,1569,1926,0.815,1022,2786,3808,1904,454,387,1125,1576,8753,106.7
721,5.0,Oklahoma City Thunder*,82,19805,3194,6782,0.47100000000000003,664,1839,0.361,2530,4943,0.512,1653,2052,0.8059999999999999,887,2781,3668,1794,678,501,1256,1858,8705,106.2
722,6.0,San Antonio Spurs*,82,19755,3326,6844,0.486,698,1757,0.397,2628,5087,0.517,1289,1642,0.785,762,2786,3548,2064,604,420,1180,1495,8639,105.4
723,7.0,Phoenix Suns,82,19755,3172,6845,0.46299999999999997,765,2055,0.37200000000000005,2407,4790,0.503,1520,2004,0.758,928,2601,3529,1563,688,374,1258,1798,8629,105.2
724,8.0,Dallas Mavericks*,82,19830,3249,6858,0.474,721,1877,0.384,2528,4981,0.508,1378,1733,0.795,840,2514,3354,1935,704,356,1110,1636,8597,104.8
725,9.0,Denver Nuggets,82,19755,3147,7042,0.447,702,1959,0.358,2445,5083,0.48100000000000004,1563,2154,0.726,1009,2717,3726,1838,615,459,1305,1890,8559,104.4
726,10.0,Golden State Warriors*,82,19830,3236,7005,0.462,774,2037,0.38,2462,4968,0.496,1303,1731,0.753,896,2819,3715,1912,642,407,1247,1784,8549,104.3
727,11.0,Los Angeles Lakers,82,19705,3139,6980,0.45,774,2032,0.381,2365,4948,0.478,1390,1835,0.757,745,2620,3365,2006,611,446,1239,1627,8442,103.0
728,12.0,Miami Heat*,82,19880,3142,6272,0.501,665,1829,0.364,2477,4443,0.5579999999999999,1431,1884,0.76,627,2397,3024,1847,732,367,1212,1596,8380,102.2
729,13.0,Toronto Raptors*,82,19955,2992,6718,0.445,713,1917,0.37200000000000005,2279,4801,0.475,1608,2055,0.782,935,2552,3487,1737,577,343,1159,1882,8305,101.3
730,14.0,Atlanta Hawks*,82,19830,3061,6688,0.45799999999999996,768,2116,0.363,2293,4572,0.502,1392,1782,0.7809999999999999,713,2565,3278,2041,680,326,1251,1577,8282,101.0
731,15.0,Detroit Pistons,82,19780,3182,7124,0.447,507,1580,0.321,2675,5544,0.483,1415,2111,0.67,1196,2525,3721,1714,687,395,1193,1666,8286,101.0
732,16.0,Washington Wizards*,82,20055,3177,6920,0.45899999999999996,647,1704,0.38,2530,5216,0.485,1253,1715,0.731,886,2573,3459,1909,668,377,1204,1675,8254,100.7
733,17.0,Sacramento Kings,82,19830,3026,6766,0.447,491,1475,0.33299999999999996,2535,5291,0.479,1698,2237,0.759,990,2656,3646,1547,587,318,1249,1849,8241,100.5
734,18.0,New Orleans Pelicans,82,19855,3101,6761,0.45899999999999996,486,1303,0.373,2615,5458,0.479,1489,1936,0.769,933,2486,3419,1745,647,523,1129,1857,8177,99.7
735,19.0,Philadelphia 76ers,82,19855,3108,7150,0.435,577,1847,0.312,2531,5303,0.47700000000000004,1362,1918,0.71,949,2556,3505,1791,765,330,1384,1844,8155,99.5
736,20.0,New York Knicks,82,19855,3027,6739,0.449,759,2038,0.37200000000000005,2268,4701,0.48200000000000004,1271,1670,0.7609999999999999,870,2437,3307,1641,631,367,1063,1815,8084,98.6
737,21.0,Brooklyn Nets*,82,19880,2931,6391,0.45899999999999996,709,1922,0.369,2222,4469,0.49700000000000005,1508,2002,0.753,721,2407,3128,1714,705,311,1191,1777,8079,98.5
738,22.0,Cleveland Cavaliers,82,19930,3036,6955,0.43700000000000006,584,1640,0.35600000000000004,2452,5315,0.461,1398,1861,0.7509999999999999,989,2629,3618,1738,579,304,1163,1640,8054,98.2
739,23.0,Charlotte Bobcats*,82,19905,2976,6730,0.442,516,1471,0.35100000000000003,2460,5259,0.46799999999999997,1474,2000,0.737,776,2724,3500,1778,499,421,1010,1493,7942,96.9
740,24.0,Indiana Pacers*,82,19780,2949,6573,0.449,550,1542,0.35700000000000004,2399,5031,0.47700000000000004,1485,1907,0.779,834,2831,3665,1651,550,446,1237,1675,7933,96.7
741,25.0,Orlando Magic,82,19955,3022,6784,0.445,563,1596,0.353,2459,5188,0.474,1307,1714,0.763,794,2654,3448,1726,630,350,1222,1678,7914,96.5
742,26.0,Boston Celtics,82,19730,2996,6883,0.435,575,1729,0.33299999999999996,2421,5154,0.47,1325,1706,0.777,980,2505,3485,1726,584,343,1261,1743,7892,96.2
743,27.0,Memphis Grizzlies*,82,19805,3122,6723,0.46399999999999997,405,1147,0.353,2717,5576,0.48700000000000004,1235,1666,0.741,950,2526,3476,1792,631,375,1124,1568,7884,96.1
744,28.0,Milwaukee Bucks,82,19880,2952,6737,0.43799999999999994,548,1553,0.353,2404,5184,0.46399999999999997,1377,1843,0.747,971,2399,3370,1760,541,403,1238,1713,7829,95.5
745,29.0,Utah Jazz,82,19780,2951,6652,0.444,543,1577,0.344,2408,5075,0.474,1346,1803,0.747,904,2477,3381,1664,570,366,1200,1699,7791,95.0
746,30.0,Chicago Bulls*,82,19930,2843,6577,0.43200000000000005,508,1459,0.348,2335,5118,0.456,1486,1908,0.779,937,2683,3620,1860,594,424,1223,1565,7680,93.7
747,,League Average,82,19840,3093,6806,0.45399999999999996,635,1766,0.36,2458,5040,0.488,1462,1934,0.7559999999999999,895,2611,3505,1804,630,386,1201,1697,8283,101.0
748,1.0,Golden State Warriors*,82,19730,3410,7137,0.478,883,2217,0.39799999999999996,2527,4920,0.514,1313,1709,0.768,853,2814,3667,2248,762,496,1185,1628,9016,110.0
749,2.0,Los Angeles Clippers*,82,19730,3228,6830,0.473,827,2202,0.376,2401,4628,0.519,1468,2067,0.71,784,2711,3495,2031,640,409,1012,1749,8751,106.7
750,3.0,Dallas Mavericks*,82,19880,3255,7036,0.46299999999999997,732,2082,0.35200000000000004,2523,4954,0.509,1386,1843,0.752,858,2608,3466,1846,663,371,1062,1644,8628,105.2
751,4.0,Oklahoma City Thunder,82,19830,3184,7119,0.447,632,1864,0.33899999999999997,2552,5255,0.486,1524,2020,0.754,1052,2844,3896,1681,598,454,1205,1829,8524,104.0
752,5.0,Toronto Raptors*,82,19855,3108,6829,0.455,726,2060,0.35200000000000004,2382,4769,0.499,1585,2014,0.787,881,2526,3407,1701,615,357,1057,1712,8527,104.0
753,6.0,Houston Rockets*,82,19805,3032,6832,0.444,933,2680,0.348,2099,4152,0.506,1525,2133,0.715,958,2624,3582,1820,777,407,1366,1803,8522,103.9
754,7.0,San Antonio Spurs*,82,19955,3208,6854,0.46799999999999997,677,1847,0.36700000000000005,2531,5007,0.505,1368,1754,0.78,806,2772,3578,2000,657,444,1146,1564,8461,103.2
755,8.0,Cleveland Cavaliers*,82,19780,3089,6739,0.45799999999999996,826,2253,0.36700000000000005,2263,4486,0.504,1453,1934,0.7509999999999999,911,2612,3523,1814,603,340,1171,1510,8457,103.1
756,9.0,Portland Trail Blazers*,82,19855,3175,7049,0.45,807,2231,0.36200000000000004,2368,4818,0.491,1272,1589,0.8009999999999999,879,2881,3760,1799,525,372,1117,1494,8429,102.8
757,10.0,Atlanta Hawks*,82,19730,3121,6699,0.466,818,2152,0.38,2303,4547,0.506,1349,1735,0.778,715,2611,3326,2111,744,380,1167,1457,8409,102.5
758,11.0,Phoenix Suns,82,19880,3178,7038,0.452,698,2048,0.341,2480,4990,0.49700000000000005,1343,1767,0.76,896,2643,3539,1659,700,385,1238,1744,8397,102.4
759,12.0,Denver Nuggets,82,19880,3099,7158,0.433,660,2032,0.325,2439,5126,0.47600000000000003,1462,1991,0.7340000000000001,1012,2653,3665,1788,641,367,1166,1882,8320,101.5
760,13.0,Boston Celtics*,82,19880,3193,7211,0.44299999999999995,660,2021,0.327,2533,5190,0.488,1266,1678,0.754,910,2685,3595,2009,674,294,1133,1738,8312,101.4
761,14.0,Sacramento Kings,82,19855,3010,6617,0.455,461,1350,0.341,2549,5267,0.484,1829,2400,0.762,895,2728,3623,1667,550,324,1333,1696,8310,101.3
762,15.0,Chicago Bulls*,82,19880,3001,6797,0.442,645,1825,0.353,2356,4972,0.474,1618,2067,0.7829999999999999,959,2792,3751,1781,514,476,1145,1495,8265,100.8
763,16.0,New Orleans Pelicans*,82,19780,3108,6795,0.457,586,1583,0.37,2522,5212,0.484,1345,1790,0.7509999999999999,942,2621,3563,1806,553,510,1087,1530,8147,99.4
764,17.0,Los Angeles Lakers,82,19930,3054,7020,0.435,532,1546,0.344,2522,5474,0.461,1433,1935,0.741,952,2647,3599,1715,578,366,1086,1741,8073,98.5
765,18.0,Washington Wizards*,82,19955,3139,6790,0.462,497,1381,0.36,2642,5409,0.488,1305,1758,0.742,862,2801,3663,1969,601,378,1233,1707,8080,98.5
766,19.0,Detroit Pistons,82,19830,3041,7038,0.43200000000000005,703,2043,0.344,2338,4995,0.46799999999999997,1292,1838,0.703,1051,2630,3681,1771,623,383,1099,1559,8077,98.5
767,20.0,Memphis Grizzlies*,82,19905,3097,6763,0.45799999999999996,423,1246,0.33899999999999997,2674,5517,0.485,1445,1869,0.773,856,2634,3490,1777,700,347,1094,1567,8062,98.3
768,21.0,Brooklyn Nets*,82,19930,3069,6804,0.451,541,1633,0.331,2528,5171,0.489,1359,1817,0.748,846,2627,3473,1716,576,340,1133,1579,8038,98.0
769,22.0,Milwaukee Bucks*,82,19930,3083,6722,0.45899999999999996,545,1500,0.363,2538,5222,0.486,1312,1734,0.757,876,2574,3450,1932,789,403,1373,1814,8023,97.8
770,23.0,Minnesota Timberwolves,82,19805,2986,6820,0.43799999999999994,406,1223,0.332,2580,5597,0.461,1638,2110,0.7759999999999999,949,2406,3355,1771,668,327,1231,1571,8016,97.8
771,24.0,Indiana Pacers,82,19855,2998,6824,0.439,612,1740,0.35200000000000004,2386,5084,0.469,1373,1817,0.7559999999999999,856,2822,3678,1757,505,375,1147,1742,7981,97.3
772,25.0,Orlando Magic,82,19755,3076,6792,0.45299999999999996,554,1598,0.34700000000000003,2522,5194,0.486,1141,1565,0.7290000000000001,822,2607,3429,1692,647,314,1221,1714,7847,95.7
773,26.0,Utah Jazz,82,19705,2900,6492,0.447,610,1781,0.34299999999999997,2290,4711,0.486,1391,1929,0.721,988,2617,3605,1632,623,489,1256,1583,7801,95.1
774,27.0,Miami Heat,82,19730,2885,6330,0.456,556,1659,0.335,2329,4671,0.499,1438,1940,0.741,747,2461,3208,1626,642,372,1214,1636,7764,94.7
775,28.0,Charlotte Hornets,82,19905,2913,6932,0.42,498,1566,0.318,2415,5366,0.45,1397,1867,0.748,820,2793,3613,1654,499,448,976,1494,7721,94.2
776,29.0,Philadelphia 76ers,82,19805,2765,6777,0.408,692,2160,0.32,2073,4617,0.449,1320,1953,0.6759999999999999,978,2536,3514,1683,789,487,1453,1778,7542,92.0
777,30.0,New York Knicks,82,19855,2882,6726,0.428,560,1614,0.34700000000000003,2322,5112,0.45399999999999996,1211,1575,0.769,867,2443,3310,1746,575,382,1206,1768,7535,91.9
778,,League Average,82,19840,3076,6852,0.449,643,1838,0.35,2433,5014,0.485,1405,1873,0.75,893,2657,3550,1807,634,393,1177,1658,8201,100.0
779,1.0,Golden State Warriors*,82,19880,3489,7159,0.48700000000000004,1077,2592,0.41600000000000004,2412,4567,0.528,1366,1790,0.763,816,2972,3788,2373,689,498,1245,1701,9421,114.9
780,2.0,Oklahoma City Thunder*,82,19830,3372,7082,0.47600000000000003,678,1945,0.349,2694,5137,0.524,1616,2067,0.782,1071,2916,3987,1883,603,487,1305,1691,9038,110.2
781,3.0,Sacramento Kings,82,19805,3283,7083,0.46399999999999997,660,1839,0.359,2623,5244,0.5,1514,2089,0.725,868,2760,3628,2009,733,368,1326,1676,8740,106.6
782,4.0,Houston Rockets*,82,19830,3094,6847,0.452,878,2533,0.34700000000000003,2216,4314,0.514,1671,2407,0.6940000000000001,930,2601,3531,1821,821,430,1307,1790,8737,106.5
783,5.0,Boston Celtics*,82,19780,3216,7318,0.439,717,2142,0.335,2499,5176,0.483,1520,1929,0.7879999999999999,950,2733,3683,1981,752,348,1127,1796,8669,105.7
784,6.0,Portland Trail Blazers*,82,19805,3167,7040,0.45,864,2336,0.37,2303,4704,0.49,1424,1889,0.754,948,2782,3730,1748,562,380,1200,1782,8622,105.1
785,7.0,Los Angeles Clippers*,82,19830,3141,6759,0.465,797,2190,0.364,2344,4569,0.513,1490,2152,0.6920000000000001,721,2727,3448,1873,709,460,1063,1746,8569,104.5
786,8.0,Cleveland Cavaliers*,82,19855,3171,6888,0.46,880,2428,0.36200000000000004,2291,4460,0.514,1333,1783,0.748,873,2777,3650,1861,551,317,1114,1666,8555,104.3
787,9.0,Washington Wizards,82,19755,3238,7033,0.46,709,1983,0.358,2529,5050,0.501,1349,1849,0.73,743,2688,3431,2005,708,323,1186,1708,8534,104.1
788,10.0,San Antonio Spurs*,82,19705,3289,6797,0.484,570,1518,0.375,2719,5279,0.515,1342,1672,0.8029999999999999,770,2831,3601,2010,677,485,1071,1433,8490,103.5
789,11.0,Charlotte Hornets*,82,19855,3036,6922,0.439,873,2410,0.36200000000000004,2163,4512,0.479,1534,1941,0.79,734,2869,3603,1778,595,438,1030,1487,8479,103.4
790,12.0,Atlanta Hawks*,82,19830,3168,6923,0.45799999999999996,815,2326,0.35,2353,4597,0.512,1282,1638,0.7829999999999999,679,2772,3451,2100,747,486,1226,1570,8433,102.8
791,13.0,Toronto Raptors*,82,19780,3006,6669,0.451,708,1915,0.37,2298,4754,0.483,1702,2190,0.777,836,2724,3560,1536,636,449,1073,1610,8422,102.7
792,14.0,New Orleans Pelicans,82,19780,3153,7040,0.44799999999999995,702,1951,0.36,2451,5089,0.48200000000000004,1415,1823,0.7759999999999999,782,2712,3494,1818,633,342,1102,1713,8423,102.7
793,15.0,Minnesota Timberwolves,82,19880,3095,6668,0.46399999999999997,455,1347,0.33799999999999997,2640,5321,0.496,1753,2213,0.792,821,2587,3408,1916,656,375,1231,1696,8398,102.4
794,16.0,Dallas Mavericks*,82,20005,3064,6900,0.444,806,2342,0.344,2258,4558,0.495,1454,1831,0.794,751,2781,3532,1813,560,306,1047,1595,8388,102.3
795,17.0,Indiana Pacers*,82,19880,3142,6985,0.45,663,1889,0.35100000000000003,2479,5096,0.486,1430,1872,0.764,847,2779,3626,1741,742,391,1219,1641,8377,102.2
796,18.0,Orlando Magic,82,19905,3242,7120,0.455,636,1818,0.35,2606,5302,0.49200000000000005,1249,1649,0.757,843,2709,3552,1933,673,417,1155,1701,8369,102.1
797,19.0,Detroit Pistons*,82,19880,3111,7087,0.439,740,2148,0.345,2371,4939,0.48,1399,2095,0.6679999999999999,1021,2777,3798,1594,573,304,1110,1557,8361,102.0
798,20.0,Denver Nuggets,82,19830,3093,7003,0.442,656,1943,0.33799999999999997,2437,5060,0.48200000000000004,1513,1974,0.7659999999999999,941,2718,3659,1858,609,395,1202,1723,8355,101.9
799,21.0,Chicago Bulls,82,19905,3165,7170,0.441,651,1753,0.371,2514,5417,0.46399999999999997,1354,1720,0.787,907,2889,3796,1870,495,470,1141,1545,8335,101.6
800,22.0,Phoenix Suns,82,19705,3051,7018,0.435,738,2118,0.348,2313,4900,0.47200000000000003,1431,1905,0.7509999999999999,943,2733,3676,1701,632,313,1410,1858,8271,100.9
801,23.0,Miami Heat*,82,19830,3150,6697,0.47,498,1480,0.336,2652,5217,0.508,1406,1889,0.7440000000000001,807,2811,3618,1709,553,531,1155,1502,8204,100.0
802,24.0,Memphis Grizzlies*,82,19830,3019,6859,0.44,504,1521,0.331,2515,5338,0.47100000000000003,1584,2024,0.7829999999999999,916,2497,3413,1697,724,350,1090,1783,8126,99.1
803,25.0,Milwaukee Bucks,82,19830,3145,6740,0.467,440,1277,0.345,2705,5463,0.495,1392,1863,0.747,858,2559,3417,1895,672,475,1247,1695,8122,99.0
804,26.0,Brooklyn Nets,82,19755,3136,6920,0.45299999999999996,531,1508,0.35200000000000004,2605,5412,0.48100000000000004,1286,1699,0.757,863,2614,3477,1829,627,332,1212,1476,8089,98.6
805,27.0,New York Knicks,82,19805,3022,6886,0.439,610,1762,0.34600000000000003,2412,5124,0.47100000000000003,1411,1753,0.805,850,2788,3638,1682,467,466,1099,1616,8065,98.4
806,28.0,Utah Jazz,82,19955,2957,6593,0.449,694,1956,0.355,2263,4637,0.488,1402,1885,0.7440000000000001,880,2665,3545,1555,631,425,1224,1655,8010,97.7
807,29.0,Philadelphia 76ers,82,19805,2970,6887,0.431,764,2255,0.33899999999999997,2206,4632,0.47600000000000003,1284,1850,0.6940000000000001,777,2605,3382,1765,680,495,1343,1780,7988,97.4
808,30.0,Los Angeles Lakers,82,19730,2880,6956,0.414,639,2016,0.317,2241,4940,0.45399999999999996,1583,2028,0.7809999999999999,878,2645,3523,1478,593,337,1124,1662,7982,97.3
809,,League Average,82,19828,3136,6935,0.452,698,1975,0.354,2437,4960,0.491,1450,1916,0.757,854,2734,3588,1828,643,406,1179,1662,8419,102.7
